Instance name, X location, Y location, Voltage
_391_, 113.993, 10.88, 0.00111272
_431_, 113.993, 10.88, 0.00111272
output37, 113.993, 10.88, 0.00111272
output41, 113.993, 10.88, 0.00111272
_194_, 126.686, 10.88, 0.0011634
_347_, 126.686, 10.88, 0.0011634
_348_, 126.686, 10.88, 0.0011634
_349_, 126.686, 10.88, 0.0011634
_351_, 126.686, 10.88, 0.0011634
input23, 126.686, 10.88, 0.0011634
output81, 126.686, 10.88, 0.0011634

